"gene_ID","pmid","has_summary","has_PD","host_db"
"PBANKA_1346500",33106323,TRUE,NA,"PlasmoDB"
"PF3D7_0512000",33145997,TRUE,NA,"PlasmoDB"
"TGME49_273500",33158988,TRUE,NA,"ToxoDB"
"TGME49_207820",33173004,TRUE,NA,"ToxoDB"
"PBANKA_0305900",33222390,TRUE,NA,"PlasmoDB"
"PBANKA_0205600",33287434,TRUE,NA,"PlasmoDB"
"PVP01_1260800",33303633,TRUE,NA,"PlasmoDB"
"TGME49_207710",33303967,TRUE,NA,"ToxoDB"
"PVP01_0532400",33379267,TRUE,NA,"PlasmoDB"
"TGME49_297650",33383579,TRUE,NA,"ToxoDB"
"PVP01_0904800",33436639,TRUE,NA,"PlasmoDB"
"TGME49_266620",33521087,TRUE,NA,"ToxoDB"
"PRCDC_1310800",33536500,TRUE,NA,"PlasmoDB"
"TGME49_209755",33557824,TRUE,NA,"ToxoDB"
"PY17X_0507300",33747980,TRUE,NA,"PlasmoDB"
"PBANKA_0506200",33747980,TRUE,NA,"PlasmoDB"
"TGME49_299080",33793004,TRUE,NA,"ToxoDB"
"TGME49_234380",33803212,TRUE,NA,"ToxoDB"
"PF3D7_1214200",33839154,TRUE,NA,"PlasmoDB"
"TGME49_230690",34001876,TRUE,NA,"ToxoDB"
"TGME49_235140",34043960,TRUE,NA,"ToxoDB"
"TGME49_310560",34106044,TRUE,NA,"ToxoDB"
"TGME49_321650",34145271,TRUE,NA,"ToxoDB"
"PBANKA_1028300",34145386,TRUE,NA,"PlasmoDB"
"TGME49_230230",34263725,TRUE,NA,"ToxoDB"
"TGME49_201200",34263725,TRUE,NA,"ToxoDB"
"PF3D7_1143100",34268135,TRUE,NA,"PlasmoDB"
"PF3D7_1437400",34324601,TRUE,NA,"PlasmoDB"
"PF3D7_1310700",34324609,TRUE,NA,"PlasmoDB"
"TGME49_208010",34340555,TRUE,NA,"ToxoDB"
"TGME49_267530",34340555,TRUE,NA,"ToxoDB"
"PF3D7_1134300",34342640,TRUE,NA,"PlasmoDB"
"TGME49_288500",34360597,TRUE,NA,"ToxoDB"
"PF3D7_1476700",34380472,TRUE,NA,"PlasmoDB"
"TGME49_243298",34384491,TRUE,NA,"ToxoDB"
"TGME49_263300",34523684,TRUE,NA,"ToxoDB"
"TGME49_286630",34603593,TRUE,NA,"ToxoDB"
"PBANKA_1122000",34604117,TRUE,NA,"PlasmoDB"
"TGME49_311080",34608145,TRUE,NA,"ToxoDB"
"PF3D7_1208300",34612205,TRUE,NA,"PlasmoDB"
"TGME49_270310",34612205,TRUE,NA,"ToxoDB"
"TGME49_202220",34634933,TRUE,NA,"ToxoDB"
"TGME49_319890",34692826,TRUE,NA,"ToxoDB"
"PF3D7_0625300",34730376,TRUE,NA,"PlasmoDB"
"PBANKA_0938300",34880324,TRUE,NA,"PlasmoDB"
"TGME49_215070",34896149,TRUE,NA,"ToxoDB"
"TGME49_500124",34943148,TRUE,NA,"ToxoDB"
"TGME49_304730",34943148,TRUE,NA,"ToxoDB"
"PocGH01_00129200",34956929,TRUE,NA,"PlasmoDB"
"PBANKA_1134900",34959491,TRUE,NA,"PlasmoDB"
"PRCDC_1465400",35087229,TRUE,NA,"PlasmoDB"
"PF3D7_1466200",35087229,TRUE,NA,"PlasmoDB"
"TGME49_241880",35107337,TRUE,NA,"ToxoDB"
"TGME49_229200",35130726,TRUE,NA,"ToxoDB"
"Afu8g01260",35131263,TRUE,NA,"FungiDB"
"PF3D7_0405200",35140336,TRUE,NA,"PlasmoDB"
"TGME49_233200",35323018,TRUE,NA,"ToxoDB"
"PF3D7_1213500",35404079,TRUE,NA,"PlasmoDB"
"PBANKA_1429300",35404079,TRUE,NA,"PlasmoDB"
"TGME49_268210",35484233,TRUE,NA,"ToxoDB"
"PF3D7_1134600",35626703,TRUE,NA,"PlasmoDB"
"TGME49_249900",35642006,TRUE,NA,"ToxoDB"
"TGME49_304680",35677776,TRUE,NA,"ToxoDB"
"TGME49_311230",35682673,TRUE,NA,"ToxoDB"
"TGME49_202620",35730903,TRUE,NA,"ToxoDB"
"PBANKA_0915000",35731833,TRUE,NA,"PlasmoDB"
"TGME49_247195",35756016,TRUE,NA,"ToxoDB"
"TGME49_500245",35756016,TRUE,NA,"ToxoDB"
"TGME49_225800",35810787,TRUE,NA,"ToxoDB"
"PF3D7_0301700",35930605,TRUE,NA,"PlasmoDB"
"PBANKA_0508300",35947628,TRUE,NA,"PlasmoDB"
"PBANKA_0612400",35947628,TRUE,NA,"PlasmoDB"
"PF3D7_0312400",35961464,TRUE,NA,"PlasmoDB"
"PF3D7_0704300",35972967,TRUE,NA,"PlasmoDB"
"PF3D7_0707400",35984838,TRUE,NA,"PlasmoDB"
"TGME49_235150",36094254,TRUE,NA,"ToxoDB"
"TGME49_278990",36094254,TRUE,NA,"ToxoDB"
"PBANKA_0524300",36126089,TRUE,NA,"PlasmoDB"
"PBANKA_0623100",36126089,TRUE,NA,"PlasmoDB"
"TGME49_269430",36129297,TRUE,NA,"ToxoDB"
"TGME49_212100",36142209,TRUE,NA,"ToxoDB"
"PF3D7_0615500",36154191,TRUE,NA,"PlasmoDB"
"TGME49_292020",36245278,TRUE,NA,"ToxoDB"
"TGME49_261080",36245278,TRUE,NA,"ToxoDB"
"TGME49_231070",36310866,TRUE,NA,"ToxoDB"
"TGME49_269460",36310866,TRUE,NA,"ToxoDB"
"TGME49_254770",36326242,TRUE,NA,"ToxoDB"
"TGME49_273030",36449552,TRUE,NA,"ToxoDB"
"TGME49_222910",36449552,TRUE,NA,"ToxoDB"
"TGME49_315670",36476594,TRUE,NA,"ToxoDB"
"TGME49_200400",36476594,TRUE,NA,"ToxoDB"
"PF3D7_1438800",36477538,TRUE,NA,"PlasmoDB"
"TGGT1_292020",36602948,TRUE,NA,"ToxoDB"
"TGGT1_261080",36602948,TRUE,NA,"ToxoDB"
"TGME49_291050",36702847,TRUE,NA,"ToxoDB"
"PF3D7_1437000",36744402,TRUE,NA,"PlasmoDB"
"PY17X_0811300",36761022,TRUE,NA,"PlasmoDB"
"PBANKA_1015500",36780562,TRUE,NA,"PlasmoDB"
"TGME49_237210",36786615,TRUE,NA,"ToxoDB"
"TGME49_262150",36813769,TRUE,NA,"ToxoDB"
"TGME49_235880",36920199,TRUE,NA,"ToxoDB"
"TGME49_204370",36920199,TRUE,NA,"ToxoDB"
"PBANKA_0514200",36928686,TRUE,NA,"PlasmoDB"
"TGME49_209820",36972314,TRUE,NA,"ToxoDB"
"TGME49_311240",36976888,TRUE,NA,"ToxoDB"
"TGME49_315950",37027006,TRUE,NA,"ToxoDB"
"TGME49_311100",37081202,TRUE,NA,"ToxoDB"
"PF3D7_1136200",37122725,TRUE,NA,"PlasmoDB"
"PF3D7_0710000",37130129,TRUE,NA,"PlasmoDB"
"PBANKA_0312700",37155862,TRUE,NA,"PlasmoDB"
"PF3D7_1019800",37166116,TRUE,NA,"PlasmoDB"
"PF3D7_1136600",37219373,TRUE,NA,"PlasmoDB"
"PF3D7_1359900",37244916,TRUE,NA,"PlasmoDB"
"TGME49_266800",37339985,TRUE,NA,"ToxoDB"
"TGME49_277090",37339985,TRUE,NA,"ToxoDB"
"TGME49_257790",37375060,TRUE,NA,"ToxoDB"
"TGME49_204280",37398039,TRUE,NA,"ToxoDB"
"PF3D7_0621000",37406097,TRUE,NA,"PlasmoDB"
"PF3D7_1031600",37628837,TRUE,NA,"PlasmoDB"
"TGME49_315770",37651449,TRUE,NA,"ToxoDB"
"TGME49_276990",37651449,TRUE,NA,"ToxoDB"
"PBANKA_0407400",37704606,TRUE,NA,"PlasmoDB"
"PBANKA_0405600",37704606,TRUE,NA,"PlasmoDB"
"PF3D7_0525800",37712738,TRUE,NA,"PlasmoDB"
"TGME49_297900",37768053,TRUE,NA,"ToxoDB"
"TGME49_311100",37770433,TRUE,NA,"ToxoDB"
"PF3D7_1432100",37772444,TRUE,NA,"PlasmoDB"
"TGME49_238895",37782662,TRUE,NA,"ToxoDB"
"TGME49_297120",37782662,TRUE,NA,"ToxoDB"
"TGME49_258060",37796022,TRUE,NA,"ToxoDB"
"TGME49_285510",37796022,TRUE,NA,"ToxoDB"
"TGME49_212270",37886905,TRUE,NA,"ToxoDB"
"TGME49_226060",38051073,TRUE,NA,"ToxoDB"
"TGME49_217540",38075902,TRUE,NA,"ToxoDB"
"PF3D7_1358000",38089812,TRUE,NA,"PlasmoDB"
"PF3D7_1244500",38102310,TRUE,NA,"PlasmoDB"
"PF3D7_1347200",38113238,TRUE,NA,"PlasmoDB"
"PBANKA_0805700",38131664,TRUE,NA,"PlasmoDB"
"TGME49_224700",38191574,TRUE,NA,"ToxoDB"
"TGME49_500200",38191574,TRUE,NA,"ToxoDB"
"PBANKA_0902300",38252559,TRUE,NA,"PlasmoDB"
"PVP01_0420400",38282613,TRUE,NA,"PlasmoDB"
"PBANKA_1411400",38411954,TRUE,NA,"PlasmoDB"
"PY17X_0210200",38413566,TRUE,NA,"PlasmoDB"
"PF3D7_0319100",38416790,TRUE,NA,"PlasmoDB"
"PF3D7_1367000",38416790,TRUE,NA,"PlasmoDB"
"PKNH_0613400",38465236,TRUE,NA,"PlasmoDB"
"PVP01_0613800",38465236,TRUE,NA,"PlasmoDB"
"TGME49_290170",38500196,TRUE,NA,"ToxoDB"
"TGME49_297220",38501871,TRUE,NA,"ToxoDB"
"TGME49_233540",38502570,TRUE,NA,"ToxoDB"
"TGME49_297245",38502570,TRUE,NA,"ToxoDB"
